Model,Brand,Processor,RAM,Storage Capacity,Display Size,OS,GPU,Weight,Warranty,Price
HP 15s-GR0514AU,Hp,ATHLON 3050U,8GB,1TB,"15.6""",Windows 11,Intel ,1.7,2,99000.00
HP 15s-DU3561TU,Hp,Intel Core i5,8GB,1TB,"15.6""",Windows 11,Intel ,1.7,2,172000.00
HP 15s-DU1114Tu,Hp,Intel Celeron,4GB,1TB ,"15.6""",Windows 10,Intel ,1.78,1,87000.00
HP 15s-EQ2890AU,Hp,AMD Ryzen 3,8GB,512GB,"15.6""",Windows 11,AMD,1.69,2,134000.00
HP Envy x360 13-AY0101AU,Hp,AMD Ryzen 7,8GB,512GB SSD,"13.3""",Windows 10 ,AMD,1.32,1,245000.00
HP Spectre X360 Convertible 13-Aw2062TU,Hp,Intel Core i7,16GB, 512GB SSD,"13.3""",Windows 10,Intel ,1.27,1,409000.00
HP ProBook 450 G8 Notebook,Hp,Intel Core i7,8GB,512GB SSD ,"15.6"" ",Windows 10,Intel ,2.3,3,262000.00
HP Pavilion 15-EC1513AX,Hp,AMD Ryzen 5,8GB,1TB + 256GB SSD,"15.6""",Windows 11,4GB NVIDIA GeForce,2.46,2,235000.00
HP Envy 15-EP1567TX ,Hp,Intel Core i5,16GB,1TB SSD,"15.6""",Windows 11,4GB NVIDIA GeForce,2.46,2,342000.00
HP Envy 15-EP1890TX,Hp,Intel Core i7,16GB,1TB SSD,"15.6"" ",Windows 11,4GB NVIDIA GeForce,2.46,2,392000.00
HP Victus 16- D0445TX,Hp,Intel Core i7,16GB,512GB SSD,"16.1""",Windows 11,4GB NVIDIA GeForce,2.46,2,348000.00
HP Omen 16-C0184AX,Hp,AMD Ryzen 7,16GB,512GB SSD,"16.1""",Windows 11,4GB NVIDIA GeForce,2.3,2,360000.00
HP omen 16-B0234TX,Hp,Intel Core i7,16GB ,1TB SSD,"16.1""",Windows 11,6GB NVIDIA GeForce,2.3,2,450000.00
HP 15s-EQ2690AU,Hp,AMD Ryzen 5,8GB ,512GB SSD,"15.6""",Windows 10,AMD,1.69,2,175000.00
HP ProBook 440 G8 Notebook,Hp,Intel Core i7,8GB,512GB SSD,"14.0""",Windows 10 ,Intel ,1.38,3,305000.00
HP 15s-DU3786TU,Hp,Intel Core i3,8GB,1TB,"15.6""",Windows 11,Intel ,1.75,2,134000.00
HP Envy x360 Convert 13-ay1123AU,Hp,AMD Ryzen 7,16GB,512GB SSD ,"13.3""",Windows 11,AMD,1.3,2,297000.00
HP 15s-DU3562TU,Hp,Intel Core i7,8GB,1TB + 256GB SSD,"15.6""",Windows 11,Intel ,1.75,2,228000.00
HP Envy x360 Convert 13-ay1678AU,Hp,AMD Ryzen 5,8GB ,512GB SSD,"13.3""",Windows 11,AMD,1.3,2,255000.00
HP Pavilion x360 Convertible 14,Hp,Intel Core i7,16GB,512GB SSD,"14.0""",Windows 11,Intel ,2.3,2,299000.00
HP 15s du3633TU,Hp,Intel Core i3,8GB,512GB SSD,"15.6""",Windows 11,Intel ,1.7,2,142000.00
HP Pavilion Gaming Laptop 15,Hp,AMD Ryzen 7,16GB,512GB SSD,"15.6""",Windows 11,4GB NVIDIA GeForce,1.98,2,315000.00
HP 15s-DU3786TU,Hp,Intel Core i3,4GB,1TB,"15.6""",Windows 11,Intel ,1.75,2,129000.00
HP 15s-du3023TU,Hp,Intel Core i3 ,4GB,1TB,"15.6""",Windows 10,Intel ,1.75,2,125000.00
HP 15Z,Hp,AMD Ryzen 5,8GB,256GB SSD,"15.6"" ",Windows 10,AMD,1.75,1,185000.00
HP 14-DQ1088 Camo Desing,Hp,Intel Core i5,8GB,256GB SSD,"14.0""",Windows 10,Intel ,1.5,1,155000.00
HP 15-dy2093dx,Hp,Intel Core i5,8GB ,256GB SSD,"15.6""",Windows 10,Intel ,1.69,1,175000.00
HP 15,Hp,AMD Athlon Silver,4GB ,128GB SSD,"15.6""",Windows 10,AMD,1.69,0,99500.00
HP ProBook 455 G7,Hp,AMD Ryzen 5,8GB,256GB SSD,"15.6""",Windows 10,AMD,1.7,1,185000.00
HP Spectre X360 Convertible 14,Hp,Intel Core i5,8GB,512GB SSD,"13.3""",Windows 11,Intel ,1.75,2,332000.00
HP 14S,Hp,AMD Ryzen 3,4GB,128GB SSD,"14.0""",Windows 10,AMD,1.5,1,114000.00
HP Pavilion x360 14M-DW1013 2-IN-1 CONVERTIBLE,Hp,Intel Core i3,8GB ,128Gb SSD,"14.0""",Windows 10,Intel ,1.75,1,155000.00
HP Pavilion 14-DV0010,Hp,Intel Core i5,8GB,256GB SSD,"14.0""",Windows 10,Intel ,1.41,1,180000.00
HP 15,Hp,AMD Ryzen 3,4GB ,128GB SSD,"15.6""",Windows 10,AMD,1.75,1,115000.00
HP 15-ef1013,Hp,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10,AMD,1.75,1,207000.00
HP Pavilion x360 14 DW1010 2-IN-1 CONVERTIBLE,Hp,Intel Core i5,8GB ,256GB SSD,"14.0""",Windows 10 ,Intel ,1.75,1,203000.00
HP 15,Hp,AMD Ryzen 7,8GB ,512GB SSD,"15.6""",Windows 10,AMD,1.75,1,205000.00
HP 15 ,Hp,AMD Ryzen 5,8GB ,256GB SSD,"15.6""",Windows 10,AMD,1.75,0,165000.00
HP ProBook 440 G8 Notebook,Hp,Intel Core i5,8GB,512GB SSD,"14.0""",Windows 10,Intel ,1.38,3,235000.00
HP ProBook 450 G8 Notebook,Hp,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,2.3,3,285000.00
Asus M515,Asus,AMD Ryzen 3,4GB,1TB,"15.6""",Windows 10,AMD,1.8,1,139000.00
Asus VivoBook K513EA-L11647T,Asus,Intel Core i3,4GB,512GB SSD,"15.6""",Windows 10,Intel ,1.8,2,168000.00
Asus VivoBook M513UA-L1289T,Asus,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10 ,AMD,1.8,2,255000.00
Asus ExpertBook L1500CDA-BQ0655,Asus,AMD Ryzen 3,4GB,256GB SSD,"15.6""",Windows 10,AMD ,1.8,2,131500.00
Asus VivoBook M513UA-L1288T,Asus,AMD Ryzen 5,8GB,512GB SSD,"15.6""",Windows 11,AMD,1.8,2,219000.00
Asus Zenbook Flip 13 UX363EA-HP106T,Asus,Intel Core i7,16GB ,512GB SSD,"13.3""",Windows 10,Intel ,1.3,2,393000.00
Asus Zenbook 14 UX425,Asus,Intel Core i7,8GB,512GB SSD,"14.0""",Windows 10,Intel ,1.2,2,303000.00
Asus TUF Dash F15,Asus,Intel Core i7,16GB,512GB SSD,"15.6""",Windows 10,4GB NVIDIA GeForce,2,2,375000.00
Asus ROG Zephyrus G15 ,Asus,AMD Ryzen 9,16GB,512GB SSD,"15.6""",Windows 10 ,NVIDIA GeForce,2.5,2,429000.00
Asus Zenbook-14 UX435EG-KK232T,Asus,Intel Core i7,16GB,1TB SSD,"14.0"" ",Windows 10,NVIDIA GeForce,1.2,2,385000.00
Asus X515EA-EJ939T,Asus,Intel Core i3,4GB,512GB SSD,"15.6""",Windows 10,Intel ,1.7,2,155000.00
Asus X515EP-BQ201T,Asus,Intel Core i5,8GB ,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,1.75,2,219000.00
Asus Vivobook X513Ep,Asus,Intel Core i5,8GB ,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,1.7,2,220000.00
Asus Vivobook X513EA,Asus,Intel Core i3,4GB,512GB SSD,"15.6""",Windows 10,Intel ,1.8,2,162000.00
ASUS ROG Scar 15 G5333QM-HF095T ,Asus,AMD Ryzen 9,16GB,1TB SSD,"15.6""",Windows 10,6GB NVIDIA GeForce,2.5,2,535000.00
Asus flip BR1100C,Asus,Intel Celeron ,4GB,128GB SSD,"11.6""",Windows 10,Intel ,1.4,3,120000.00
ASUS VivoBook K15 Ultra ,Asus,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,NVIDIA GeForce,1.75,2,247000.00
ASUS VivoBook S15 S533EQ,Asus,Intel Core i7,16GB,512GB SSD,"15.6""",Windows 11,NVIDIA GeForce,1.75,2,298000.00
ASUS VivoBook S15 BQ035T,Asus,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,1.75,2,297000.00
ASUS VivoBook S15 S533EQ,Asus,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,NVIDIA GeForce,1.8,2,259000.00
ASUS ZenBook 14 UX425EA-KI419T/459T,Asus,Intel Core i5,8GB,512GB SSD,"14.0""",Windows 10,Intel ,1.2,2,257000.00
ASUS ZenBook 14UX435EG-AI084T,Asus,Intel Core i7,16GB,1TB SSD,"14.0""",Windows 10,2GB NVIDIA GeForce,1.8,2,375000.00
ASUS Rog Zephyrus S15 GX502Iws,Asus,Intel Core i7,16GB ,1TB SSD,"15.6""",Windows 10,8GB RTX 2070 with ROG Boost,2.5,0,568500.00
ASUS Vivobook Flip 14,Asus,Intel Core i5,8GB ,512GB SSD,"15.6""",Windows 10 ,Intel ,1.5,2,241000.00
ASUS Expertbook B1500,Asus,Intel Core i5,8GB,1TB,"15.6""",Windows 10,Intel ,1.7,3,289000.00
Asus X515E,Asus,Intel Core i3,4GB ,256GB SSD,"15.6""",Windows 10,Intel ,1.8,1,129000.00
Asus ROG Zephyrus sS15,Asus,Intel Core i7,32GB,1TB SSD,"15.6""",Windows 10,NVIDIA GeForce RTX 2080 SUPER,2.5,2,549000.00
ASUS ExpertBook B9400,Asus,Intel Core i7,16GB,1TB SSD,"14.0""",Windows 10,Intel ,1.8,3,423500.00
ASUS TUF Gaming A15,Asus,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 11,4GB NVIDIA GeForce,2.3,2,305000.00
Asus ExprrtBook,Asus,Intel Core i7,8GB,1TB SSD + 256GB SSD,"15.6""",Windows 11,NVIDIA GeForce,1.73,3,285000.00
ASUS ZenBook Duo 14 UX482EG,Asus,Intel Core i5,8GB,512GB SSD,"14.0""",Windows 10,2GB NVIDIA GeForce,1.8,2,376000.00
Asus TUF Gaming F15 FX506HCB-HN169T,Asus,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,4GB NVIDIA GeForce,2.3,2,319000.00
Asus Vivobook Pro 15 OLED ,Asus,AMD Ryzen 9,16GB,512GB SSD,"15.6""",Windows 10,NVIDIA GeForce,1.7,2,385000.00
Asus Vivobook Pro 15 OLED M3500QC,Asus,AMD Ryzen 7,16GB,512GB SSD,"15.6""",Windows 10,NVIDIA GeForce,1.7,2,317000.00
Asus Vivobook Pro 15 OLED M3500QC,Asus,AMD Ryzen 5,8GB,512GB SSD,"15.6""",Windows 10,NVIDIA GeForce,1.7,2,297000.00
Asus TUF Gaming F15 FX506HCB-HN169T,Asus,Intel Core i7,8GB ,512GB SSD,"15.6""",Windows 10,GTX 1650,1.7,2,281000.00
Asus X515JA,Asus,Intel Core i3,8GB,256GB SSD,"15.6""",Windows 10,Intel ,1.8,1,122000.00
Asus X515E,Asus,Intel Core i3,8GB,256GB SSD,"15.6"" ",Windows 10,Intel ,1.8,1,129000.00
Asus Vivobook F512da-wb31,Asus,AMD Ryzen 3,4GB,128GB SSD,"15.6""",Windows 10 ,Intel ,1.8,1,119500.00
Asus L510MA,Asus,Intel Celeron,4GB,128GB SSD,"15.6""",Windows 10,Intel ,1.8,1,85000.00
Acer Predator Helios 300,Acer,Intel Core i7,16GB,1TB SSD,"15.6""",Windows 11,8GB NVIDIA GeForce,2.5,3,520000.00
Acer Swift 3 SF314,Acer,AMD Ryzen 5,8GB ,512GB SSD,"15.6""",Windows 10,AMD,1.2,2,190000.00
ACER A515-1135G7,Acer,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,2GB MX350,1.4,1,152000.00
ACER A515-i5 1135G7,Acer,intel Core i5,4GB,1TB,"15.6""",Windows 10,Intel ,1.4,1,134000.00
Acer A515-1115G4,Acer,Intel Core i3,4GB,256GB SSD,"15.6""",Windows 10,Intel ,1.4,1,105490.00
Dell Inspiron 3511,Dell,Intel Core i5,4GB,1TB ,"15.6""",Windows 11,2GB NVIDIA GeForce,1.6,2,208500.00
Dell Vostro,Dell,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 11,Intel ,1.9,3,240000.00
Dell Vostro 3400,Dell,Intel Core i5,8GB,512GB SSD,"14.0""",Windows 11,Intel ,2.25,3,195000.00
Dell Vostro 3510,Dell,Intel Core i5,4GB,1TB,"15.6""",Windows 11,Intel ,1.6,3,170000.00
Dell Vostro 3510,Dell,Intel Core i3,4GB ,1TB,"15.6""",Windows 11,Intel ,2,3,129000.00
Dell Inspiron 5415,Dell,AMD Ryzen 7,8GB,512GB SSD,"14.0""",Windows 10,AMD,1.6,2,220000.00
Dell Vostro 3400,Dell,Intel Core i5,4GB,1TB ,"14.0""",Linux,Intel ,1.6,3,172000.00
Dell Inspiron 3502,Dell,Pentium Silver,4GB,1TB,"15.6""",Windows 10,Intel ,2.54,1,99000.00
Dell Inspiron 5405,Dell,AMD Ryzen 7,8GB,512GB SSD,"14.0""",Windows 10,AMD,2.98,2,210000.00
Dell Inspiron 5510,Dell,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,Intel ,3.2,2,245000.00
Dell Inspiron 5510 ,Dell,Intel Core i5,8GB,512Gb SSD,"15.6""",Windows 10,Intel ,2.9,2,219000.00
Dell Inspiron 5515,Dell,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10,AMD,1.9,2,216000.00
Dell Inspiron G15 5515,Dell,AMD Ryzen 7,16GB,512GB SSD,"15.6""",Windows 11,4GB GeForce RTX 3050Ti,2.54,2,330000.00
Dell Inspiron G15 5515,Dell,AMD Ryzen 5,8GB,256GB SSD,"15.6""",Windows 11 ,4GB GeForce RTX 3050Ti,1.75,2,265000.00
Dell Inspiron 3511,Dell,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,1.6,2,249000.00
DELL XPS 9510,Dell,Intel Core i7,16GB,1TB SSD,"15.6""",Windows 10,4GB GeForce RTX 3050Ti,1.9,2,740000.00
Dell Inspiron 3511 ,Dell,Intel Core i3,4GB ,256GB SSD,"15""6",Windows 10,Intel ,2.25,2,135000.00
Dell Inspiron 5415,Dell,AMD Ryzen 7,8GB,512GB SSD,"14.0""",Windows 10,AMD,2.25,2,210000.00
Dell Inspiron 5415,Dell,AMD Ryzen 5,8GB,256GB SSD,"14.0""",Windows 10,AMD,3,2,166000.00
Dell Vostro 3500,Dell,Intel Core i3,4GB,1TB,"15.6""",Windows 10,Intel ,1.6,3,260000.00
Dell Inspiron 5505,Dell,AMD Ryzen 5,8GB,256GB SSD,"15.6""",Windows 10,AMD,2.25,2,158000.00
Dell inspiron 5505,Dell,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10,AMD,2.98,2,195000.00
Dell inspiron 5405,Dell,AMD Ryzen 5,8GB,256GB SSD,"14.0""",Windows 10,AMD,1.6,2,160000.00
Dell Inspiron 3501,Dell,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,2.3,2,188000.00
Dell Inspiron 3501,Dell,Intel Core i5,4GB,1TB,"15.6""",Windows 10,2GB NVIDIA GeForce,1.75,2,173000.00
Dell Inspiron 3501,Dell,Intel Core i5,8GB,1TB,"15.6""",Windows 10,Intel ,1.96,2,165000.00
Dell Inspiron 5415,Dell,AMD Ryzen 5,8GB,256GB SSD,"14.0""",Windows 10,AMD,2.25,2,169000.00
Dell Latitude 3410,Dell,Intel Core i5,8GB,1TB,"14.0""",Windows 11,Intel ,1.9,3,188000.00
Dell Inspiron 5515,Dell,AMD Ryzen 5,8GB,256GB SSD,"15.6""",Windows 10,AMD,1.9,2,172000.00
Dell G3 3500,Dell,Intel Core i5,8GB,256GB SSD,"15.6""",Windows 10,4GB NVIDIA GeForce,1.96,2,229000.00
Dell Inspiron 5402,Dell,Intel Core i7,8GB,512GB SSD,"14.0""",Windows 10,2GB NVIDIA GeForce,1.75,2,200000.00
Dell Inspiron 5402,Dell,Intel Core i5,8GB,512GB SSD,"14.0""",Windows 10,2GB NVIDIA GeForce,1.96,2,175000.00
Dell Inspiron 5502,Dell,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,2.25,2,185000.00
Dell Inspiron 5502,Dell,Intel Core i5,8GB,512GB SSD,"15.6""",Windows 10,2GB NVIDIA GeForce,1.9,2,215000.00
Dell Inspiron Gaming G3 3500,Dell,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,4GB NVIDIA GeForce,1.9,2,235000.00
Dell Vostro 5402,Dell,Intel Core i5,8GB,256GB SSD,"14.0""",Linux,Intel ,1.96,3,155000.00
Dell Inspiron 15 3505,Dell,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10,AMD,2.25,2,142000.00
DELL INSPIRON 5406,Dell,Intel Core i7,8GB,512GB SSD,"14.0""",Windows 10,NVIDIA GeForce,1.9,2,205000.00
DELL INSPIRON 7306,Dell,Intel Core i5,8GB,512GB SSD,"13.3""",Windows 10,Intel ,1.9,2,220000.00
Dell XPS 9700,Dell,Intel Core i7,16GB,1TB SSD,"15.6"" ",Windows 10,4GB GeForce RTX 3050Ti,1.96,2,520000.00
Lenovo IdeaPad Flex 5 ,Lenovo,AMD Ryzen 5,8GB,512GB SSD,"14.0""",Windows 10,AMD,1.75,2,220000.00
Lenovo IdeaPad Slim 5,Lenovo,AMD Ryzen 7,16GB,512GB SSD,"16.0""",Windows 11,4GB RTX 1650 NVIDIA GeForce,1.9,2,330000.00
Lenovo IdeaPad Gaming 3,Lenovo,AMD Ryzen 7,16GB,512GB SSD,"15.6""",Windows 10,4GB RTX 3050 NVIDIA GeForce,2.25,2,325000.00
Lenovo IdeaPad Slim 5,Lenovo,AMD Ryzen 5,16GB,512GB SSD,"14.0""",Windows 11,AMD,1.6,2,235000.00
Lenovo IdeaPad Gaming 3,Lenovo,AMD Ryzen 5,8GB,256GB SSD + 1TB,"15.6""",Windows 10,4GB NVIDIA GeForce,2,2,249000.00
Lenovo IdeaPad 3,Lenovo,Intel Core i5,8GB,1TB,"15.6""",Windows 11,Intel ,1.6,2,145000.00
Lenovo V15 G2,Lenovo,Intel Core i5,8GB ,1TB,"15.6""",Windows 10,Intel ,1.6,3,180000.00
Lenovo Legion 5,Lenovo,AMD Ryzen 7,16GB,1TB SSD,"16.0""",Windows 10,6GB RTX 3060 NVIDIA GeForce,2.54,2,450000.00
Lenovo Legion 5 - 15ACH6H,Lenovo,AMD Ryzen 7,16GB,1TB SSD,"15.6""",Windows 10,6GB RTX 3060 NVIDIA GeForce,2.98,2,428000.00
Lenovo Legion 7,Lenovo,AMD Ryzen 9,32GB,1TB SSD,"16.0""",Windows 11 ,16GB RTX 3080 NVIDIA GeForce,3.2,2,760000.00
Lenovo Legion 5,Lenovo,AMD Ryzen 7,32GB,1TB SSD,"16.0""",Windows 11,8GB RTX 3070 NVIDIA GeForce,2.9,2,540000.00
MSI GF63 Thin 11UC,MSI,Tiger Lake i5,8GB,512GB SSD,"15.6""",Windows 11,4GB RTX 3050 NVIDIA GeForce,1.9,2,265000.00
MSI Pulse GL66 11UEK,MSI,Tiger Lake i7,16GB,1TB SSD,"15.6"" ",Windows 10,6GB RTX 3060 NVIDIA GeForce,2.54,2,489000.00
MSI Modern 15 A11M,MSI,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,Intel ,1.75,2,228500.00
MSI MOdern 15 A11MU,MSI,Tiger Lake i5,8GB,512GB SSD,"15.6""",Windows 10,Intel ,1.6,2,197500.00
MSI GF63 Thin 10SC,MSI,Comet Lake i7,8GB,1TB,"15.6""",Windows 10,Intel ,1.9,2,243500.00
MSI Katana GF66 11UD,MSI,Tiger Lake i7,16GB ,512GB SSD,"15.6""",Windows 10,4GB RTX 3050 NVIDIA GeForce,2.25,2,358000.00
MSI GF63 Thin 11UC,MSI,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 11,4GB RTX 3050 NVIDIA GeForce,2.25,2,295000.00
MSI GE76 Raider 10UG,MSI,Comet Lake i7,32GB,2TB SSD,"17.3""",Windows 10,8GB RTX 3070 NVIDIA GeForce,3,2,649000.00
MSI Modern 15 A4M Notebook,MSI,AMD Ryzen 5,8GB,512GB SSD,"15.6""",Windows 10,AMD,1.6,2,183500.00
MSI Katana GF66 11UD,MSI,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,4GB RTX 3050 NVIDIA GeForce,2.25,2,338000.00
MSI GP76 LeoPard 11UH,MSI,Tiger Lake i7,16GB,1TB SSD,"17.3""",Windows 10,8GB RTX 3080 NVIDIA GeForce,2.98,2,737000.00
MSI GF63 Thin 10SCSR,MSI,Comet Lake i5,8GB,1TB,"15.6""",Windows 10,4GB NVIDIA GeForce,1.6,2,231000.00
MSI GL65 Leopard 10SCXR Gaming Notebook,MSI,Comet Lake i7,16GB,512GB SSD,"15.6""",Windows 10,4GB RTX 3050 NVIDIA GeForce,2.3,2,245000.00
MSI GF63 Thin 10SCSR,MSI,Comet Lake i7,8GB ,1TB,"15.6""",Windows 10,4GB NVIDIA GeForce,1.75,2,264000.00
MSI Bravo 15 B5DD R7 Gaming Notebook,MSI,AMD Ryzen 7,16GB,512GB,"15.6""",Windows 10,AMD,1.96,2,315000.00
MSI Pluse GL66 11UEK,MSI,Intel Core i7,16GB,1TB SSD,"15.6""",Windows 10,6GB RTX 3060 NVIDIA GeForce,2.25,2,394000.00
MSI BRAVO 15 A4DDR R5,MSI,AMD Ryzen 5,8GB,512GB SSD,"15.6""",Windows 10,AMD,1.9,2,198500.00
MSI BRAVO 15 14DDR R7,MSI,AMD Ryzen 7,8GB,512GB SSD,"15.6""",Windows 10,AMD,1.9,2,222000.00
MSI Katana GF66 11SC,MSI,Intel Core i7,8GB,512GB SSD,"15.6""",Windows 10,2GB RTX 1650 NVIDIA GeForce,1.96,2,259500.00
MacBook Air,Apple,M1 CHIP 8C CPU,8GB,512GB SSD,"13.0""",Mac OS,8C GPU,0.96,1,419999.00
MacBook Air,Apple,M1,8GB,512GB SSD,"13.0""",Mac OS,Apple M1,0.96,1,365700.00
MacBook Pro,Apple,M1,8GB,256GB SSD,"13.0""",Mac OS,Apple M1,0.96,1,373750.00
MacBook Pro,Apple,M1,8GB,512GB SSD,"13.0""",Mac OS,Apple M1,0.96,1,418600.00
MacBook Pro,Apple,Intel Core i5 2.3GHz,8GB,128GB SSD,"13.3""",macOS,Intel Iris Plus Graphics 640,1.37,2,390000.00
Macbook Air,Apple,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,"13.3""",macOS,Intel HD Graphics 6000,1.34,2,262500.00
250 G6,HP,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,"15.6""",No OS,Intel HD Graphics 620,1.8,2,168000.00
MacBook Pro,Apple,Intel Core i7 2.7GHz,16GB,512GB SSD,"15.4""",macOS,AMD Radeon Pro 455,1.83,2,740000.00
MacBook Pro,Apple,Intel Core i5 3.1GHz,8GB,256GB SSD,"13.3""",macOS,Intel Iris Plus Graphics 650,1.37,2,526500.00
Aspire 3,Acer,AMD A9-Series 9420 3GHz,4GB,500GB HDD,"15.6""",Windows,AMD Radeon R5,2.1,2,116500.00
MacBook Pro,Apple,Intel Core i7 2.2GHz,16GB,256GB Flash Storage,"15.4""",Mac OS,Intel Iris Pro Graphics,2.04,2,624000.00
Macbook Air,Apple,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,"13.3""",macOS,Intel HD Graphics 6000,1.34,2,340000.00
ZenBook UX430UN,Asus,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"14.0""",Windows,Nvidia GeForce MX150,1.3,2,435000.00
Swift 3,Acer,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"14.0""",Windows,Intel UHD Graphics 620,1.6,3,#REF!
250 G6,HP,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,"15.6""",No OS,Intel HD Graphics 620,1.86,2,#REF!
250 G6,HP,Intel Core i3 6006U 2GHz,4GB,500GB HDD,"15.6""",No OS,Intel HD Graphics 520,1.86,2,#REF!
MacBook Pro,Apple,Intel Core i7 2.8GHz,16GB,256GB SSD,"15.4""",macOS,AMD Radeon Pro 555,1.83,2,#REF!
Inspiron 3567,Dell,Intel Core i3 6006U 2GHz,4GB,256GB SSD,"15.6""",Windows,AMD Radeon R5 M430,2.2,2,#REF!
"MacBook 12""",Apple,Intel Core M m3 1.2GHz,8GB,256GB SSD,"12.0""",macOS,Intel HD Graphics 615,0.92,2,#REF!
MacBook Pro,Apple,Intel Core i5 2.3GHz,8GB,256GB SSD,"13.3""",macOS,Intel Iris Plus Graphics 640,1.37,2,#REF!
Inspiron 3567,Dell,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon R5 M430,2.2,0,#REF!
MacBook Pro,Apple,Intel Core i7 2.9GHz,16GB,512GB SSD,"15.4""",macOS,AMD Radeon Pro 560,1.83,2,#REF!
IdeaPad 320-15IKB,Lenovo,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,"15.6""",No OS,Nvidia GeForce 940MX,2.2,3,#REF!
XPS 13,Dell,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.22,1,#REF!
Vivobook E200HA,Asus,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,"11.6""",Windows,Intel HD Graphics 400,0.98,2,#REF!
Legion Y520-15IKBN,Lenovo,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,"15.6""",Windows,Nvidia GeForce GTX 1050,2.5,3,#REF!
255 G6,HP,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,"15.6""",No OS,AMD Radeon R2,1.86,2,#REF!
Inspiron 5379,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.62,3,#REF!
15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),HP,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,"15.6""",Windows,Intel HD Graphics 620,1.91,2,#REF!
Inspiron 3567,Dell,Intel Core i3 6006U 2GHz,4GB,1TB HDD,"15.6""",Windows,Intel HD Graphics 520,2.3,2,#REF!
MacBook Air,Apple,Intel Core i5 1.6GHz,8GB,128GB Flash Storage,"13.3""",Mac OS,Intel HD Graphics 6000,1.35,2,#REF!
Inspiron 5570,Dell,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,"15.6""",Windows,AMD Radeon 530,2.2,2,#REF!
Latitude 5590,Dell,Intel Core i7 8650U 1.9GHz,8GB,256GB SSD +  256GB SSD,"15.6""",Windows,Intel UHD Graphics 620,1.88,2,#REF!
ProBook 470,HP,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,"17.3""",Windows,Nvidia GeForce 930MX,2.5,2,#REF!
"LapBook 15.6""",Chuwi,Intel Atom x5-Z8300 1.44GHz,4GB,64GB Flash Storage,"15.6""",Windows,Intel HD Graphics,1.89,1,#REF!
E402WA-GA010T (E2-6110/2GB/32GB/W10),Asus,AMD E-Series E2-6110 1.5GHz,2GB,32GB Flash Storage,"14.0""",Windows,AMD Radeon R2,1.65,1,#REF!
17-ak001nv (A6-9220/4GB/500GB/Radeon,HP,AMD A6-Series 9220 2.5GHz,4GB,500GB HDD,"17.3""",Windows,AMD Radeon 530,2.71,1,#REF!
XPS 13,Dell,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,"13.3""",Windows,Intel UHD Graphics 620,1.2,1,#REF!
